ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
SCCS1381,Children under 6 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1382,Children under 6 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1383,Children under 6 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1384,Children under 6 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1385,Children under 6 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1386,Children under 6 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1387,Children under 6 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1388,Children 6 to 10 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1389,Children 6 to 10 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1390,Children 6 to 10 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1391,Children 6 to 10 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1392,Children 6 to 10 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1393,Children 6 to 10 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1394,Children 6 to 10 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1395,Children over 10 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1396,Children over 10 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1397,Children over 10 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1398,Children over 10 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1399,Children over 10 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1400,Children over 10 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1401,Children over 10 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1402,Uses of Fruits of Labour: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
SCCS1403,Children Clear Land Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1404,Children Prepare Soil Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1405,Children Plant Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1406,Children Tend Crops Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1407,Children Harvest Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1408,Children Do Unspecified Agricultural Tasks Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1409,Children Do Other Agricultural Chores Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1410,Children Clear Land with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1411,Children Prepare Soil with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1412,Children Plant with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1413,Children Tend Crops with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1414,Children Harvest with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1415,Children Do Unspecified Chores with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1416,Children Do Other Agricultural Chores with Other Kids: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1417,Children Clear Land with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1418,Children Prepare Soil with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1419,Children Plant with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1420,Children Tend Crops with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1421,Children Harvest with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1422,Children Do Unspecified Agricultural Tasks with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1423,Children Do Other Agricultural Chores with Adults: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1424,Importance of Boy Clearing: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1425,Importance of Boy Preparing Soil: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1426,Importance of Boy Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1427,Importance of Boy Tending Crops: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1428,Importance of Boy Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1429,Importance of Boy Unspecified Agricultural Tasks: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1430,Importance of Boy Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1431,Importance of Girl Clearing: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1432,Importance of Girl Preparing Soil: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1433,Importance of Girl Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1434,Importance of Girl Tending Crops: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1435,Importance of Girl Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1436,Importance of Girl Unspecified Agricultural Tasks: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1437,Importance of Girl Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1438,Adult Preference in Land Clearing: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1439,Adult Preference in Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1440,Adult Preference in Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1441,Adult Preference in Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1442,Adult Preference in Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1443,Adult Preference in Unspecified Agricultural Tasks: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1444,Adult Preference in Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1445,Secondary Crop Name,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",SCCS,"Household,Labour,Gender",Categorical,,bradley1994household,,
