ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
SCCS1333,Importance of Boy Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1334,Importance of Boy Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1335,Importance of Girl Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1336,Importance of Girl Preparing Soil: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1337,Importance of Girl Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1338,Importance of Girl Tending Crops: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1339,Importance of Girl Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1340,Importance of Girl Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1341,Importance of Girl Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
SCCS1342,Adult Preference in Land Clearing: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1343,Adult Preference in Soil Preparation: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1344,Adult Preference in Planting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1345,Adult Preference in Crop Tending: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1346,Adult Preference in Harvesting: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1347,Adult Preference in Unspecified Agricultural Tasks: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1348,Adult Preference in Other Agricultural Chores: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1349,Primary Crop Name,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1350,Other Primary Crop Name,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1351,Irrigation Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1352,Hand Plow Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1353,Animal Plow Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1354,Terraces and Mounds Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1355,Fences Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1356,Green Manure and Mulch Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1357,Animal Manure Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1358,Human Manure Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1359,Pesticides Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1360,Extent of Weeding: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1361,Crop Supervision: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1362,Planting Techniques: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1363,Shortest Length of Fallow: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1364,Soil Treatments/Sands Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1365,Chemical Fertilizers Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1366,Stakes and Trellises Used: Primary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Ordinal,,bradley1994household,,,dplace-dataset-sccs
SCCS1367,Adult Land Clearance: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1368,Adult Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1369,Adult Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1370,Adult Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1371,Adult Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1372,Adult Agricultural Task Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1373,Adult Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1374,Child Land Clearance: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1375,Child Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1376,Child Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1377,Child Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1378,Child Crop Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1379,Child Agricultural Task Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1380,Child Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1381,Children under 6 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1382,Children under 6 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1383,Children under 6 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1384,Children under 6 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1385,Children under 6 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1386,Children under 6 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1387,Children under 6 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1388,Children 6 to 10 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1389,Children 6 to 10 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1390,Children 6 to 10 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1391,Children 6 to 10 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1392,Children 6 to 10 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1393,Children 6 to 10 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1394,Children 6 to 10 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1395,Children over 10 Clear Land: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1396,Children over 10 Soil Preparation: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1397,Children over 10 Planting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1398,Children over 10 Crop Tending: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1399,Children over 10 Harvesting: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1400,Children over 10 Agricultural Tasks Unspecified: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1401,Children over 10 Other Agricultural Chores: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1402,Uses of Fruits of Labour: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,,dplace-dataset-sccs
SCCS1403,Children Clear Land Alone: Secondary Crop,"Bradley, C. (1994). The Household Division of Work: SCCS Codes. World Cultures, 8(2), 6-40.",,"Gender, Household, Labour",Categorical,,bradley1994household,,"Note, codes not ordered (note source: DRW codebook)",dplace-dataset-sccs
